Bacteria|Bacteroidetes,0.0534552413353179,0.0762535931012456,0.0253217536883959,0.0468924317126714,0.057170186152601,0.036986301369863,0.0194107691776327,0.0388728611221647,0.0497161270523247,0.101767075627175,0.0637334414706677,0.0598443633358584,0.06893980196379,0.011747860327378,0.0244240910352484,0.0132805411201848,0.0400923787528868,0.0205198841562478,0.0326146040949447,0.034324693042292,0.0745602690118986,0.0850712250712251,0.0456718952495866,0.0804148793136564,0.0808008776741635,0.0216806276769132,0.00900756848950005,0.0581003313375574,0.170417047297675,0.100178248193337,0.0258384213786391,0.0310604668259511,0.0500733496332518,0.0310267266472612,0.0370755925688661,0.0174363097331792,0.0641839975412355,0.0418690336627031,0.0391470073143093,0.0707483862721288,0.058651804670913,0.019327766710465,0.0129644634795694,0.0145999920436011,0.0375013868856097,0.0742369279249569,0.0588436391607196,0.0958950201884253,0.0366072370503218,0.0456712590010851,0.0399700394933951,0.060378408458542,0.0507292664750346,0.0277100506985564,0.0583961069262049,0.0143663925492916,0.0744747429593205,0.0201458173445894,0.0726872246696035,0.040621197195341,0.0160302846193392,0.168295148247978,0.0359633393106196,0.074981172849612,0.0477634571645186,0.0280189880745629,0.0307044254973609,0.0513160725812236,0.0689386212275755,0.0817841187490993,0.0542349005106533,0.0912511159290907,0.0109184328837508,0.026295541977823,0.0320979662297028,0.0300941492938803,0.0323121645796064,0.0332206205137332,0.0515399722182306
Bacteria|Chlamydiae,0.00225388050180736,0.00207601405301821,0.0035227233092672,0.00993270234282218,0.00264881171363402,0.00088638195004029,0.00248678893378924,0.0035316354954238,0.00138100352923124,0.00304431422816334,0.000743444174101108,0.00130844983127884,0.00165720677797572,0.00299391454326532,0.00593949486538995,0.00193846407654871,0.000739030023094688,0.00964187327823691,0.00332185782448511,0.00818553888130969,0.00045266425245732,0.000968660968660969,0.00290476828886803,0.00294513093027723,0.00213933077345036,0.00204677254292537,0.0068755996162456,0.00188920537115619,0.00197617405246183,0.00352351079852427,0.00681355632244934,0.00416590087606445,0.00337408312958435,0.0186557290288436,0.00184176809737348,0.00170845686146425,0.00322712836799508,0.00284709428906381,0.00257546100752035,0.00242858055857353,0.00353857041755131,0.00178018903912177,0.00312536173168191,0.00362016151489836,0.00277377121934983,0.00318786413103221,0.00282039229092774,0.00296096904441454,0.0155079649752084,0.0035839936869102,0.000885196786054746,0.00394175477647932,0.0152241030554668,0.00270908316885328,0.00179988000799947,0.00178341424749827,0.00169870362092088,0.00338961371194679,0.00302863436123348,0.00191226748565799,0.00266392484927794,0.00151617250673854,0.00358637178720861,0.00792377459808127,0.00208491281273692,0.00447686310833237,0.00284206252537556,0.0182528867532095,0.0187796244075118,0.00309842916846808,0.00358044256617949,0.00924626960846831,0.000525486074619023,0.00420909708078751,0.00199600798403194,0.0217720242098184,0.0156529516994633,0.0224832413834016,0.0103942137280261
Bacteria|Chlorobi,0,7.9846694346854e-05,0,0.000827725195235182,0,0,0,0,7.67224182906245e-05,2.28895806628823e-05,0,0,4.1430169449393e-05,6.50850987666374e-05,0,0.000123731749566939,0,0.000282545737091192,6.03974149906384e-05,0,0,0,0,0,0,0,0,0.00011625879207115,0,1.38176894059775e-05,0.000176975488894788,0,0,0.000264620269912675,0,0,0,0,0,6.39100146993034e-05,0,0,0,0,0,0,0,0,0.000158244540563351,0,0,0.000185494342422556,0,3.87011881264755e-05,0.000133324445036998,9.90785693054592e-05,0,0,0.000275330396475771,0,0,0,0,0,0,7.71872949712477e-05,0,0.000788926342967798,0.000419991600167997,0,0,6.37673766101263e-05,0,0,0,0,0,0.000711870439579996,0
Bacteria|Chloroflexi,8.50520944078248e-05,0,0.000313906037459454,0.000647784935401447,0,0,0.000414464822298207,0,7.67224182906245e-05,0.000366233290606116,0,0,0.000165720677797572,0,0,0.000164975666089252,0.000184757505773672,0.0034611852793671,0.00144953795977532,0.00158253751705321,0,0,0,0,0,0,0,0.000145323490088938,0,0.000207265341089663,0.00044243872223697,0,0.000831295843520782,0.000463085472347182,0,0,0.000102448519618892,0.000502428403952437,0,0,0,8.47709066248464e-05,0.000636647760157426,0.00043760194136134,0,7.32842328972921e-05,0,0.00109914759982055,0,0.00118370433696117,0.000136184120931499,0.000185494342422556,5.32311295645694e-05,0.000232207128758853,0.000133324445036998,0,0,0,0.000137665198237885,0.00139073998956945,4.67355236715427e-05,0,0,0,0.00071076573161486,0.000771872949712477,5.07511165245635e-05,0.000968227784551388,0.000419991600167997,0.000216169476869866,0.000586957797734343,0.000255069506440505,0.000583873416243358,0,0.000431569293844743,0.000336247478143914,0.000111806797853309,0.000949160586106662,0.00148488767543229
Bacteria|Cyanobacteria,4.25260472039124e-05,0.000319386777387416,6.9756897213212e-05,0.000251916363767229,0.000257523361047752,0.00016116035455278,0.000794390909404898,0.000149224035017907,0.000306889673162498,0.101217725691265,0.000168964585022979,0.000206597341780869,0.00116004474458301,0,0,0,0.000369515011547344,0.000282545737091192,0,0.000218281036834925,0,0,0,0.000128049170881619,0.000164563905650027,3.79031952393587e-05,0,0.000145323490088938,0.0423758832192994,0.0291691423360186,8.8487744447394e-05,0,0.000293398533007335,0.000396930404869013,0,5.02487312195367e-05,0.000768363897141686,0,0.000103018440300814,0.00019173004409791,0.000353857041755131,8.47709066248464e-05,0.000115754138210441,3.97819946692127e-05,0.000554754243869966,3.66421164486461e-05,0.000213666082646041,0.0329519964109466,0,0.00138098839312136,6.80920604657497e-05,0.000741977369690224,0.00447141488342383,0.00077402376252951,0.000733284447703486,4.95392846527296e-05,0.000536432722396066,0.000159887439242773,0,0.00237584748218114,0,0,9.96214385335724e-05,0.00255394387872041,0,7.71872949712477e-05,5.07511165245635e-05,0,0.000119997600047999,0.000144112984579911,0.000117391559546869,0.000255069506440505,0.000291936708121679,4.52591083955646e-05,0.000809192425958893,0,0,5.93225366316664e-05,0.000718494036499497
Bacteria|Elusimicrobia,0.000255156283223474,0.000239540083040562,0.00167416553311709,0.00151149818260338,0.000367890515782503,0.00064464141821112,0.000103616205574552,0,0.000230167254871874,9.1558322651529e-05,0.000202757502027575,0.000275463122374492,4.1430169449393e-05,0.00162712746916593,0.000721620871495976,0.00123731749566939,9.2378752886836e-05,0.00423818605636787,0.00120794829981277,0.00120054570259209,0,0.000455840455840456,8.93774858113241e-05,0.000128049170881619,0.000109709270433352,0.00181935337148922,0.00229186653874853,5.81293960355752e-05,0,0.00103632670544831,0.00194673037784267,0.000673895729951602,0.00127139364303178,0.00602011114051336,8.00768737988469e-05,0,0.000922036676570024,0.000502428403952437,0,0.00038346008819582,0.000265392781316348,0.00080532361293604,0.000694524829262646,0.000994549866730318,0,3.66421164486461e-05,0.000170932866116833,0.00015702108568865,0.00121320814431902,0,6.80920604657497e-05,0.000185494342422556,0.000106462259129139,0.000116103564379426,0.000799946670221985,0.000941246408401863,0.000268216361198033,0.000703504732668202,0.00110132158590308,0.000231789998261575,0.000887974949759312,0.000505390835579515,0.000298864315600717,0.00271765822992043,0.000473843821076573,0.000347342827370615,0.000558262281770199,0.00143441153266872,0.00101997960040799,0.000432338953739732,0.000528262017960909,0.000382604259660758,0.00105097214923805,0.00104095949309799,0.000107892323461186,0.000588433086751849,0.000335420393559928,0.00261019161179332,0.0011495904583992
Bacteria|FBP,4.25260472039124e-05,7.9846694346854e-05,0,3.5988051966747e-05,0.000147156206313001,8.058017727639e-05,6.90774703830346e-05,0,0,2.28895806628823e-05,0,0.000137731561187246,0,0,5.55092978073827e-05,0.000206219582611565,0,0,0,0,0,0.000113960113960114,0.00022344371452831,0,0,0,0.000106598443662723,0,0,0,0.000176975488894788,6.12632481774184e-05,0,0,0,0,0.000461018338285012,0,0.000103018440300814,0.00019173004409791,0,0,0,0.000119345984007638,0,0.000109926349345938,0,0.000403768506056528,5.27481801877835e-05,6.57613520533982e-05,0,0,0,0,0.000266648890073995,0,0,0,0.000183553597650514,0,0,0,0,0.000163714351200026,0.000331690674753601,0,0.000304506699147381,0,0.000119997600047999,0,0,0,0.000525486074619023,0,5.39461617305929e-05,0,0.000111806797853309,0,0.000239498012166499
Bacteria|FCPU426,4.25260472039124e-05,0,0.00017439224303303,0,0,0,0,9.94826900119379e-05,0,2.28895806628823e-05,6.75858340091917e-05,0,0.000580022372291503,0.000162712746916593,0.000777130169303358,0.0012785614121917,0.000739030023094688,0.00113018294836477,0.000603974149906384,0.000927694406548431,0,5.6980056980057e-05,0,0.000256098341763237,5.48546352166758e-05,0.000303225561914869,0.000159897665494084,8.71940940533628e-05,0.000167788362944872,0.000511254508021169,0.00106185293336873,0.000857685474483857,0.000342298288508557,0.00377083884625562,0,0,0.000153672779428337,0,0,0,0,0.000211927266562116,0.000578770691052205,0,0,0.00018321058224323,4.27332165292082e-05,2.24315836698071e-05,0.000843970883004536,0,0,0,0.000212924518258277,3.87011881264755e-05,6.66622225184988e-05,0,8.94054537326777e-05,0.000479662317728319,0.000642437591776799,0.00197021498522339,0.000420619713043885,0,0,0.00451851609312072,0.000236921910538287,0.000270155532399367,0.000152253349573691,0.00225919816395324,0.00371992560148797,0,0,0.000127534753220253,0.000116774683248672,0.00144829146865807,0.000107892323461186,0.000252185608607935,0.000447227191413238,0.000889838049474995,0.000574795229199598
Bacteria|Fibrobacteres,0,0.000159693388693708,0.000139513794426424,0.000395868571634217,0,0,0,0.000124353362514922,7.67224182906245e-05,0,6.75858340091917e-05,0.000275463122374492,0.000290011186145751,0.000357968043216506,5.55092978073827e-05,0.000247463499133878,0,0,0,0,0,0.000227920227920228,0,0,0,0.000113709585718076,5.32992218313613e-05,0,0.00618952627752195,5.52707576239101e-05,0,0.000306316240887092,0,0,0,5.02487312195367e-05,0.000563466857903903,0.000167476134650812,0.000412073761203255,0,0.000530785562632696,0,0.000115754138210441,0.00087520388272268,0,0,4.27332165292082e-05,0,0,0.000854897576694177,0,4.6373585605639e-05,0,0.000232207128758853,6.66622225184988e-05,0.000891707123749133,0.000268216361198033,0,0.00059654919236417,5.79474995653938e-05,0.00112165256811703,0,0.000298864315600717,0.00383091581808061,0.000331690674753601,0.000192968237428119,0.000152253349573691,0,0,0,0.000176087339320303,0.000127534753220253,0.000116774683248672,0.000135777325186694,0.000269730808652964,8.40618695359785e-05,0,0,0
Bacteria|Firmicutes,0.000595364660854774,0.000638773554774832,0.00439468452443235,0.0205851657249793,0.0217055404311677,0.038436744560838,0.019963388940697,0.0329536410664544,0.0164185975141936,0.00327321003479216,0.00432549337658827,0.000964120928310722,0.000455731863943324,0.00165967001854925,0.00632805995004163,0.00655778272704776,0.00184757505773672,0.00611005156459702,0.0170924684423507,0.00431105047748977,0.00142265907915158,0.00188034188034188,0.00143003977298119,0.00089634419617133,0.00065825562260011,0.000985483076223326,0.00143907898944675,0.0719641922920421,0.00149145211506553,0.00127122742534993,0.000530926466684364,0.000857685474483857,0.00449877750611247,0.000463085472347182,0.00400384368994234,0.00552736043414904,0.000922036676570024,0.0013398090772065,0.000412073761203255,0.00287595066146865,0.00353857041755131,0.000847709066248464,0.00190994328047228,0.00242670167482198,0.000332852546321979,0.00197867428822689,0.00132472971240545,0.0179676985195155,0.000791222702816753,0.00762831683819419,0.00204276181397249,0.00046373585605639,0.014585329500692,0.00313479623824451,0.00293313779081395,0.00232834637867829,0.000715243629861422,0.000511639805576874,0.00234030837004405,0.0165150373761372,0.00112165256811703,0.00179694519317161,0.000896592946802152,0.0049769162764808,0.00379075056861259,0.00833622785689475,0.00634388956557044,0.00358602883167181,0.00119997600047999,0.00281020319930826,0.00974349944239009,0.00178548654508354,0.000467098732994687,0.00135777325186694,0.0030209850569132,0.00512777404169469,0.00212432915921288,0.00527970576021831,0.00234708051923169
Bacteria|Fusobacteria,0,0,0,0,0,0,0,0.000198965380023876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016581227287173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27332165292082e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes,0.00174356793536041,0.000718620249121686,0.00327857416902096,0.0078813833807176,0.00161871826944301,0.00088638195004029,0.00138154940766069,0.00186530043772384,0.00176461562068436,0.000366233290606116,0.000304136253041363,0.00172164451484058,0.000621452541740896,0.00872140323472941,0.00555092978073827,0.0089086859688196,0.00203233256351039,0.00769937133573497,0.00694570272392342,0.00376534788540246,0.00103466114847387,0.00056980056980057,4.46887429056621e-05,0.000448172098085665,0.000603400987383434,0.00576128567638252,0.0145506875599616,0.000784746846480265,0.00143552266075057,0.00328861007862265,0.00999911512255553,0.00471727010966121,0.00533007334963325,0.0156125959248478,0.00144138372837924,0.000200994924878147,0.00671037803503739,0.00100485680790487,0.00123622128360977,0.000830830191090944,0.00238853503184713,0.00423854533124232,0.00300960759347147,0.00763814297648884,0,3.66421164486461e-05,0.000128199649587624,0.000942126514131898,0.00712100432535078,0.00203860191365534,0.000476644423260248,0.00111296605453534,0.00085169807303311,0.000851426138782461,0.00206652889807346,0.00208064995541464,0.00107286544479213,0.0069071373752878,0.00830580029368576,0.00822854493828591,0.0108893770154695,0.000393081761006289,0.00129507870093644,0.00864411774336138,0.00511751326762699,0.0050171741731311,0.0011165245635404,0.00699275622176002,0.00593988120237595,0.000648508430609598,0.00152609027410929,0.00318836883050631,0.00490453669644421,0.00552161122425888,0.00323676970383557,0.00647276395427034,0.00324239713774597,0.00504241561369164,0.00411936580926378
Bacteria|NA,8.50520944078248e-05,0,0.000104635345819818,3.5988051966747e-05,3.67890515782503e-05,8.058017727639e-05,0,0,0,2.28895806628823e-05,0,6.8865780593623e-05,0,3.25425493833187e-05,5.55092978073827e-05,0,9.2378752886836e-05,0,0,0,0,0,4.46887429056621e-05,0,5.48546352166758e-05,0,5.32992218313613e-05,8.71940940533628e-05,0,0,8.8487744447394e-05,0,0,0,0,0,5.12242598094458e-05,0,0.000103018440300814,0.000127820029398607,8.84642604387827e-05,0.00012715635993727,5.78770691052205e-05,0,0,3.66421164486461e-05,0,0,0,0,0.000136184120931499,0,0,0,0,0.000247696423263648,8.94054537326777e-05,0,0,0,9.34710473430855e-05,0,0,0,0,0,0,0,0,0,0.00041087045841404,0.000127534753220253,0,0.000135777325186694,0,0,0,0,0
Bacteria|Nitrospirae,0,0,0,0.000287904415733976,0,0,0,0,0,9.1558322651529e-05,0,0,0,0,0.000111018595614765,0,0,0.00183654729109275,0.000422781904934469,0.000218281036834925,0,0,0,0,0,0,0,0,0,0,0.000176975488894788,0,0.000635696821515892,0.000132310134956338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147963042120146,0,0,0,0,0,0,0,0,0,0,9.34710473430855e-05,0,0,0,0,3.85936474856239e-05,0,0,0.000179996400071999,0,0,0,0,0,0,8.40618695359785e-05,0.000111806797853309,0.000237290146526665,0
Bacteria|Proteobacteria,0.666170529449288,0.684126477163845,0.741759966516689,0.626911865260733,0.689721138989037,0.631345688960516,0.671709322004628,0.592220453641066,0.637333128740218,0.641572056399927,0.783150851581509,0.728324495558157,0.722707875875212,0.703407204920434,0.650402442409103,0.656768126701312,0.826327944572748,0.553754326481599,0.523102011233919,0.661118690313779,0.654358510087946,0.606381766381766,0.664387540778478,0.759267558742557,0.752495885902359,0.772391312587651,0.639750559641829,0.65436261117247,0.586438971643767,0.711320832930317,0.597557738253252,0.705568829259327,0.615403422982885,0.526329716856311,0.584961563100577,0.8307622732526,0.566181743673804,0.683302629375314,0.758524775934892,0.69629961014891,0.66206652512385,0.683338278302886,0.722479453640468,0.668934240362812,0.716465105958061,0.792239199736177,0.722490491859322,0.661036339165545,0.688363751450575,0.493243021076513,0.685346588587771,0.675941383787794,0.690514212711594,0.670265877162429,0.594493700419972,0.698355295749529,0.770585605721949,0.746770273727296,0.54923825256975,0.443298371675262,0.68556339673786,0.647911051212938,0.717075114564654,0.540388330441047,0.443991660348749,0.678476322797268,0.628095818107998,0.664311841067202,0.672286554268915,0.772085314886871,0.602277396255209,0.643986736385665,0.597302504816956,0.741887304820095,0.531801262340185,0.553127101546738,0.636180679785331,0.603725455300469,0.635819322699622
